spc_id,gemrate_id,console_name,player_name,parallel,card_number,card_description,loose_price,graded_price,manual_only_price,bgs_10_price,sales_volume,spc_date,gem_rate_all_time,gem_rate_past_month,total_graded,total_gems,graded_past_month,graded_prior_month,momentum_30d,last_gem_date,last_graded_date,pct_psa_10,pct_psa_9,pct_psa_8,pct_psa_7,pct_psa_6,pct_psa_5,pct_psa_4,pct_psa_3,cardladder_all_graded_url,gemrate_url,psa_cert_url
8551165,bbc756439dd13f5f0f26fed8ab02dec3cf7f8753,Basketball Cards 2024 Panini Prizm,Shaquille O'Neal,White Prizm,290,Shaquille O'Neal White Prizm 290,$8.50,$22.73,$64.58,$84.00,9,2025-02-19,20%,,5,1,0,1,-100%,2025-07-13,2026-01-23,20%,40%,0%,40%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=bbc756439dd13f5f0f26fed8ab02dec3cf7f8753,https://www.gemrate.com/universal-search?gemrate_id=bbc756439dd13f5f0f26fed8ab02dec3cf7f8753,https://www.psacard.com/cert/116428052/psa
8551182,8d2f3237c8a78103e51c03dcfbe3595de3e519b4,Basketball Cards 2024 Panini Prizm,Shaquille O'Neal,Jade Dragon Scale Prizm,290,Shaquille O'Neal Jade Dragon Scale Prizm 290,$111.50,,,,3,2025-02-19,0%,0%,5,0,2,2,0%,,2026-02-17,0%,80%,20%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=8d2f3237c8a78103e51c03dcfbe3595de3e519b4,https://www.gemrate.com/universal-search?gemrate_id=3065b89c3cb988b6461581a94b169909b954768d,https://www.psacard.com/cert/122186921/psa
8557379,921102141d4a55e35182ba18ea2e9fa23b07e996,Basketball Cards 2024 Panini Prizm,Allen Iverson,Silver Prizm,291,Allen Iverson Silver Prizm 291,$1.54,$12.23,$36.06,$47.00,56,2025-02-19,0%,,5,0,0,0,,,2026-01-22,0%,40%,20%,20%,20%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=921102141d4a55e35182ba18ea2e9fa23b07e996,https://www.gemrate.com/universal-search?gemrate_id=921102141d4a55e35182ba18ea2e9fa23b07e996,https://www.psacard.com/cert/116397754/psa
8551221,610e30c3af205926ec0c779bb827cbe6e8a6467f,Basketball Cards 2024 Panini Prizm,Allen Iverson,Blue Fast Break,291,Allen Iverson Blue Fast Break 291,$5.99,$49.99,$83.59,$109.00,11,2025-02-19,40%,,5,2,0,0,,2025-07-17,2026-01-22,40%,40%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=610e30c3af205926ec0c779bb827cbe6e8a6467f,https://www.gemrate.com/universal-search?gemrate_id=610e30c3af205926ec0c779bb827cbe6e8a6467f,https://www.psacard.com/cert/116295787/psa
8551217,52910dde80e3348438ec347ca5bcf5a5a700a3a9,Basketball Cards 2024 Panini Prizm,Allen Iverson,Basketball Prizm,291,Allen Iverson Basketball Prizm 291,$2.49,$13.73,$40.11,$52.00,30,2025-02-19,0%,,5,0,0,0,,,2026-01-22,0%,80%,20%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=52910dde80e3348438ec347ca5bcf5a5a700a3a9,https://www.gemrate.com/universal-search?gemrate_id=52910dde80e3348438ec347ca5bcf5a5a700a3a9,https://www.psacard.com/cert/129421979/psa
8551210,512f556b92cfc0ee07af0b6798d2e9c96d3d6f38,Basketball Cards 2024 Panini Prizm,Allen Iverson,Pink Ice,291,Allen Iverson Pink Ice 291,$1.29,$11.93,$35.24,$46.00,50,2025-02-19,20%,0%,5,1,2,0,,2025-11-20,2026-02-19,20%,40%,0%,40%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=512f556b92cfc0ee07af0b6798d2e9c96d3d6f38,https://www.gemrate.com/universal-search?gemrate_id=c9e70a0ab9bfc24d002ca15e66b20356eb476ae1,https://www.psacard.com/cert/129236042/psa
8846393,20b88093ecc77771d6f6efce5c471fd778fa6088,Basketball Cards 2024 Panini Prizm,Allen Iverson,Green Prizm,291,Allen Iverson Green Prizm 291,$1.70,$12.54,$35.00,$46.00,18,2025-02-19,60%,,5,3,0,1,-100%,2026-01-22,2026-01-22,60%,0%,40%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=20b88093ecc77771d6f6efce5c471fd778fa6088,https://www.gemrate.com/universal-search?gemrate_id=20b88093ecc77771d6f6efce5c471fd778fa6088,https://www.psacard.com/cert/134563921/psa
8551223,37c3149d17234330c30ac6ffbee394cdfa1d81fe,Basketball Cards 2024 Panini Prizm,Allen Iverson,Purple Ice,291,Allen Iverson Purple Ice 291,$4.26,$12.00,$79.99,$104.00,10,2025-02-19,20%,,5,1,0,0,,2025-09-03,2026-01-22,20%,60%,20%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=37c3149d17234330c30ac6ffbee394cdfa1d81fe,https://www.gemrate.com/universal-search?gemrate_id=37c3149d17234330c30ac6ffbee394cdfa1d81fe,https://www.psacard.com/cert/119417171/psa
8551264,df274d65934dc9b943e9f5bcd1a7970ce75f0e79,Basketball Cards 2024 Panini Prizm,Julius Erving,White Prizm,292,Julius Erving White Prizm 292,$4.00,$15.99,$46.27,$60.00,7,2025-02-19,40%,,5,2,0,0,,2025-07-18,2026-01-22,40%,40%,0%,0%,20%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=df274d65934dc9b943e9f5bcd1a7970ce75f0e79,https://www.gemrate.com/universal-search?gemrate_id=df274d65934dc9b943e9f5bcd1a7970ce75f0e79,https://www.psacard.com/cert/116696068/psa
8551255,9490eb22fae34499b2453631bdbc726fdde268bc,Basketball Cards 2024 Panini Prizm,Julius Erving,Silver Prizm,292,Julius Erving Silver Prizm 292,$3.00,$14.37,$34.99,$45.00,50,2025-02-19,60%,,5,3,0,1,-100%,2025-10-21,2026-01-22,60%,20%,0%,0%,20%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=9490eb22fae34499b2453631bdbc726fdde268bc,https://www.gemrate.com/universal-search?gemrate_id=9490eb22fae34499b2453631bdbc726fdde268bc,https://www.psacard.com/cert/127314340/psa
8551284,d432e37a466dcdef6aa890858709df2d3138977e,Basketball Cards 2024 Panini Prizm,Julius Erving,Cherry Blossom Choice,292,Julius Erving Cherry Blossom Choice 292,$149.99,$130.00,$468.06,$608.00,10,2025-02-19,0%,,5,0,0,0,,,2026-01-22,0%,60%,20%,0%,20%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=d432e37a466dcdef6aa890858709df2d3138977e,https://www.gemrate.com/universal-search?gemrate_id=d432e37a466dcdef6aa890858709df2d3138977e,https://www.psacard.com/cert/120803832/psa
8551417,8e4f2880f4779fc91b0f509836030b9ef8db2ffd,Basketball Cards 2024 Panini Prizm,Vince Carter,Snakeskin Prizm,295,Vince Carter Snakeskin Prizm 295,,,,,0,2025-02-19,40%,,5,2,0,0,,2025-08-30,2026-01-22,40%,20%,40%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=8e4f2880f4779fc91b0f509836030b9ef8db2ffd,https://www.gemrate.com/universal-search?gemrate_id=8e4f2880f4779fc91b0f509836030b9ef8db2ffd,https://www.psacard.com/cert/119206713/psa
8554589,52166c43faceda5187d8c5d794dcdaa5b11e74c3,Basketball Cards 2024 Panini Prizm,Tim Duncan,Dragon Year Prizm,297,Tim Duncan Dragon Year Prizm 297,$12.27,$24.98,$70.73,$92.00,9,2025-02-19,60%,100%,5,3,1,1,0%,2026-02-18,2026-02-18,60%,20%,20%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=52166c43faceda5187d8c5d794dcdaa5b11e74c3,https://www.gemrate.com/universal-search?gemrate_id=52166c43faceda5187d8c5d794dcdaa5b11e74c3,https://www.psacard.com/cert/144582176/psa
8551593,54831c540043a9e1808a1144ac6134d974e201ec,Basketball Cards 2024 Panini Prizm,Steve Nash,Lotus Flower Prizm,298,Steve Nash Lotus Flower Prizm 298,$50.00,,,,1,2025-02-19,40%,0%,5,2,1,3,-67%,2026-01-23,2026-02-24,40%,60%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=54831c540043a9e1808a1144ac6134d974e201ec,https://www.gemrate.com/universal-search?gemrate_id=54831c540043a9e1808a1144ac6134d974e201ec,https://www.psacard.com/cert/146014705/psa
8551594,7f2473ce7fdb7bbe3d3eb5c412459c201b69809d,Basketball Cards 2024 Panini Prizm,Steve Nash,Gold Shimmer Fotl,298,Steve Nash Gold Shimmer Fotl 298,,,,,0,2025-02-19,20%,,5,1,0,0,,2025-05-24,2026-01-22,20%,60%,20%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=7f2473ce7fdb7bbe3d3eb5c412459c201b69809d,https://www.gemrate.com/universal-search?gemrate_id=7f2473ce7fdb7bbe3d3eb5c412459c201b69809d,https://www.psacard.com/cert/111949153/psa
8558310,e72440c4b273bff4ef5bcbe8bbb0568f187c7511,Basketball Cards 2024 Panini Prizm,Larry Bird,Red Choice,299,Larry Bird Red Choice 299,$5.85,$18.73,$83.00,$108.00,8,2025-02-19,20%,0%,5,1,1,0,,2025-07-31,2026-02-26,20%,60%,20%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=e72440c4b273bff4ef5bcbe8bbb0568f187c7511,https://www.gemrate.com/universal-search?gemrate_id=e72440c4b273bff4ef5bcbe8bbb0568f187c7511,https://www.psacard.com/cert/114432755/psa
8558909,a73ee8eced951ed7f2319b7e6d02465ffa628d96,Basketball Cards 2024 Panini Prizm,Larry Bird,Tiger Stripes Choice,299,Larry Bird Tiger Stripes Choice 299,$105.23,$120.00,,,3,2025-02-19,0%,,5,0,0,0,,,2026-01-22,0%,80%,20%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=a73ee8eced951ed7f2319b7e6d02465ffa628d96,https://www.gemrate.com/universal-search?gemrate_id=a73ee8eced951ed7f2319b7e6d02465ffa628d96,https://www.psacard.com/cert/133185407/psa
8552156,bce99e3b44e3399c8dfee08b1370aee24cfef3f5,Basketball Cards 2024 Panini Prizm,Larry Bird,Gold Prizm,299,Larry Bird Gold Prizm 299,$402.50,,,,2,2025-02-19,20%,0%,5,1,1,1,0%,2025-12-10,2026-02-26,20%,80%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=bce99e3b44e3399c8dfee08b1370aee24cfef3f5,https://www.gemrate.com/universal-search?gemrate_id=bce99e3b44e3399c8dfee08b1370aee24cfef3f5,https://www.psacard.com/cert/121892581/psa
8552120,6f1213c25039067ec4b8bf33f31817069cba822b,Basketball Cards 2024 Panini Prizm,Larry Bird,Ice,299,Larry Bird Ice 299,$1.59,$14.00,$37.11,$48.00,53,2025-02-19,0%,,5,0,0,1,-100%,,2026-01-26,0%,40%,40%,20%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=6f1213c25039067ec4b8bf33f31817069cba822b,https://www.gemrate.com/universal-search?gemrate_id=6f1213c25039067ec4b8bf33f31817069cba822b,https://www.psacard.com/cert/133714335/psa
8532879,920ffd59472f157d3770db733d7ec847b2930eb5,Basketball Cards 2024 Panini Prizm,LaMelo Ball,Glitter,30,LaMelo Ball Glitter 30,$10.25,$25.34,$71.65,$93.00,15,2025-02-19,40%,50%,5,2,2,0,,2026-02-19,2026-02-24,40%,40%,20%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=920ffd59472f157d3770db733d7ec847b2930eb5,https://www.gemrate.com/universal-search?gemrate_id=920ffd59472f157d3770db733d7ec847b2930eb5,https://www.psacard.com/cert/117798037/psa
8552188,9656c01f39a910f322b6d60f4890796b6569dd55,Basketball Cards 2024 Panini Prizm,Ray Allen,White Prizm,300,Ray Allen White Prizm 300,$4.37,$17.50,,,4,2025-02-19,0%,,5,0,0,0,,,2026-01-22,0%,60%,20%,0%,0%,20%,0%,0%,https://app.cardladder.com/search?gemRateId=9656c01f39a910f322b6d60f4890796b6569dd55,https://www.gemrate.com/universal-search?gemrate_id=9656c01f39a910f322b6d60f4890796b6569dd55,https://www.psacard.com/cert/129422006/psa
8533419,fae540a6034aeac2b8a849dd18945b2b5abe44d1,Basketball Cards 2024 Panini Prizm,Bilal Coulibaly,Cherry Blossom Choice,36,Bilal Coulibaly Cherry Blossom Choice 36,$90.00,,,,1,2025-02-19,0%,,5,0,0,0,,,2026-01-22,0%,60%,20%,20%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=fae540a6034aeac2b8a849dd18945b2b5abe44d1,https://www.gemrate.com/universal-search?gemrate_id=fae540a6034aeac2b8a849dd18945b2b5abe44d1,https://www.psacard.com/cert/114372031/psa
8533791,66b41b92567f432a20bc904e6b043662d67b0871,Basketball Cards 2024 Panini Prizm,Cade Cunningham,White Prizm,41,Cade Cunningham White Prizm 41,$12.99,$39.00,$82.96,$108.00,6,2025-02-19,0%,,5,0,0,0,,,2026-01-22,0%,20%,80%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=66b41b92567f432a20bc904e6b043662d67b0871,https://www.gemrate.com/universal-search?gemrate_id=66b41b92567f432a20bc904e6b043662d67b0871,https://www.psacard.com/cert/116917938/psa
8533786,26db2b71c2b342d20148ac8e813a552ca4923b86,Basketball Cards 2024 Panini Prizm,Cade Cunningham,Skewed Prizm,41,Cade Cunningham Skewed Prizm 41,$5.00,$17.49,$50.37,$65.00,9,2025-02-19,40%,0%,5,2,1,0,,2025-10-06,2026-02-24,40%,60%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=26db2b71c2b342d20148ac8e813a552ca4923b86,https://www.gemrate.com/universal-search?gemrate_id=26db2b71c2b342d20148ac8e813a552ca4923b86,https://www.psacard.com/cert/124521471/psa
8534745,bb1a8743bf3d341384518d6bd59485ee44cbe2c5,Basketball Cards 2024 Panini Prizm,Derrick Rose,Snakeskin Prizm,53,Derrick Rose Snakeskin Prizm 53,$8.26,$22.36,$79.66,$104.00,9,2025-02-19,40%,,5,2,0,1,-100%,2025-12-11,2026-01-27,40%,20%,40%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=bb1a8743bf3d341384518d6bd59485ee44cbe2c5,https://www.gemrate.com/universal-search?gemrate_id=bb1a8743bf3d341384518d6bd59485ee44cbe2c5,https://www.psacard.com/cert/139946035/psa
8535676,8a007365f624d455102374ec37d0c13c1650203c,Basketball Cards 2024 Panini Prizm,Ja Morant,Mojo Prizm,64,Ja Morant Mojo Prizm 64,$36.00,,,,1,2025-02-19,0%,,5,0,0,0,,,2026-01-22,0%,80%,20%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=8a007365f624d455102374ec37d0c13c1650203c,https://www.gemrate.com/universal-search?gemrate_id=8a007365f624d455102374ec37d0c13c1650203c,https://www.psacard.com/cert/130163515/psa
8535651,4866db9c3ca3fc692488404cc4efab3c85619acd,Basketball Cards 2024 Panini Prizm,Ja Morant,Blue Ice,64,Ja Morant Blue Ice 64,$5.00,$17.49,$50.37,$65.00,12,2025-02-19,0%,0%,5,0,2,0,,,2026-02-28,0%,60%,40%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=4866db9c3ca3fc692488404cc4efab3c85619acd,https://www.gemrate.com/universal-search?gemrate_id=4866db9c3ca3fc692488404cc4efab3c85619acd,https://www.psacard.com/cert/135239012/psa
8535659,db2f3d3fe379997de1919f7c45a06caf4bd16053,Basketball Cards 2024 Panini Prizm,Ja Morant,Dragon Year Prizm,64,Ja Morant Dragon Year Prizm 64,$20.49,$40.70,$113.51,$148.00,12,2025-02-19,40%,100%,5,2,1,1,0%,2026-02-13,2026-02-13,40%,40%,20%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=db2f3d3fe379997de1919f7c45a06caf4bd16053,https://www.gemrate.com/universal-search?gemrate_id=db2f3d3fe379997de1919f7c45a06caf4bd16053,https://www.psacard.com/cert/135951871/psa
8535680,1eaa80e934b5cfc9f223934a35f58cbd2a35a546,Basketball Cards 2024 Panini Prizm,Ja Morant,Lotus Flower Prizm,64,Ja Morant Lotus Flower Prizm 64,,,,,0,2025-02-19,0%,0%,5,0,1,2,-50%,,2026-02-28,0%,60%,40%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=1eaa80e934b5cfc9f223934a35f58cbd2a35a546,https://www.gemrate.com/universal-search?gemrate_id=1eaa80e934b5cfc9f223934a35f58cbd2a35a546,https://www.psacard.com/cert/135875804/psa
8535714,ef498d31441e12240563eeeba6cc2e9f30c32d90,Basketball Cards 2024 Panini Prizm,Jalen Williams,Silver Prizm,65,Jalen Williams Silver Prizm 65,$1.60,$14.95,$36.52,$47.00,53,2025-02-19,20%,100%,5,1,1,1,0%,2026-02-18,2026-02-18,20%,40%,20%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=ef498d31441e12240563eeeba6cc2e9f30c32d90,https://www.gemrate.com/universal-search?gemrate_id=ef498d31441e12240563eeeba6cc2e9f30c32d90,https://www.psacard.com/cert/129236017/psa
8531163,482c436eb67561f5b174ce4468e890ec905d6d89,Basketball Cards 2024 Panini Prizm,Devin Booker,Orange Prizm,8,Devin Booker Orange Prizm 8,$23.99,$45.93,$127.65,$166.00,10,2025-02-19,40%,0%,5,2,1,0,,2025-11-06,2026-02-04,40%,20%,40%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=482c436eb67561f5b174ce4468e890ec905d6d89,https://www.gemrate.com/universal-search?gemrate_id=482c436eb67561f5b174ce4468e890ec905d6d89,https://www.psacard.com/cert/121460770/psa
8531160,0d83b893733bd3efe2a3b3e79285844f657f3db1,Basketball Cards 2024 Panini Prizm,Devin Booker,Orange Wave,8,Devin Booker Orange Wave 8,$9.00,$36.00,$92.34,$120.00,8,2025-02-19,20%,,5,1,0,0,,2025-08-14,2026-01-22,20%,40%,0%,0%,20%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=0d83b893733bd3efe2a3b3e79285844f657f3db1,https://www.gemrate.com/universal-search?gemrate_id=0d83b893733bd3efe2a3b3e79285844f657f3db1,https://www.psacard.com/cert/118301231/psa
8531174,169968227c633ffd7e09924b1c520bd22ef5fff0,Basketball Cards 2024 Panini Prizm,Devin Booker,Cherry Blossom Choice,8,Devin Booker Cherry Blossom Choice 8,$202.50,,,,1,2025-02-19,0%,0%,5,0,1,0,,,2026-02-18,0%,40%,40%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=169968227c633ffd7e09924b1c520bd22ef5fff0,https://www.gemrate.com/universal-search?gemrate_id=169968227c633ffd7e09924b1c520bd22ef5fff0,https://www.psacard.com/cert/129459894/psa
8537288,6a4688b66b2238bda73e7dc09e59da0de5087c5b,Basketball Cards 2024 Panini Prizm,Trae Young,Orange Prizm,84,Trae Young Orange Prizm 84,$7.25,,,,5,2025-02-19,0%,,5,0,0,2,-100%,,2026-01-29,0%,80%,20%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=6a4688b66b2238bda73e7dc09e59da0de5087c5b,https://www.gemrate.com/universal-search?gemrate_id=6a4688b66b2238bda73e7dc09e59da0de5087c5b,https://www.psacard.com/cert/123488426/psa
8537299,d78b493676709b68e2e9315a6c21c40675a7d1cb,Basketball Cards 2024 Panini Prizm,Trae Young,Cherry Blossom Choice,84,Trae Young Cherry Blossom Choice 84,$81.31,,,,4,2025-02-19,0%,0%,5,0,1,0,,,2026-02-04,0%,40%,0%,40%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=d78b493676709b68e2e9315a6c21c40675a7d1cb,https://www.gemrate.com/universal-search?gemrate_id=d78b493676709b68e2e9315a6c21c40675a7d1cb,https://www.psacard.com/cert/119983141/psa
8537302,fe8e2009bf66916ca1887da62773c5bbae022bbb,Basketball Cards 2024 Panini Prizm,Trae Young,Gold Prizm,84,Trae Young Gold Prizm 84,$241.51,$162.49,,,2,2025-02-19,20%,,5,1,0,2,-100%,2025-09-03,2026-01-26,20%,20%,60%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=fe8e2009bf66916ca1887da62773c5bbae022bbb,https://www.gemrate.com/universal-search?gemrate_id=fe8e2009bf66916ca1887da62773c5bbae022bbb,https://www.psacard.com/cert/130742235/psa
8537367,5cae8f7e3c2224087a9a39407082e9136e62fd28,Basketball Cards 2024 Panini Prizm,Giannis Antetokounmpo,Pink Fast Break,85,Giannis Antetokounmpo Pink Fast Break 85,$12.00,$29.00,,,1,2025-02-19,20%,,5,1,0,0,,2025-06-12,2026-01-22,20%,20%,60%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=5cae8f7e3c2224087a9a39407082e9136e62fd28,https://www.gemrate.com/universal-search?gemrate_id=5cae8f7e3c2224087a9a39407082e9136e62fd28,https://www.psacard.com/cert/112377236/psa
8537320,c9441c8622e242fcd4dd88d15d7d7766cc695087,Basketball Cards 2024 Panini Prizm,Giannis Antetokounmpo,Blue Yellow Green Choice,85,Giannis Antetokounmpo Blue Yellow Green Choice 85,$3.37,$17.26,$43.21,$56.00,17,2025-02-19,20%,0%,5,1,1,0,,2025-10-27,2026-02-03,20%,80%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=c9441c8622e242fcd4dd88d15d7d7766cc695087,https://www.gemrate.com/universal-search?gemrate_id=c9441c8622e242fcd4dd88d15d7d7766cc695087,https://www.psacard.com/cert/124225163/psa
8537338,9c87b7da6c45b79c93a439e337b665c30f9c966e,Basketball Cards 2024 Panini Prizm,Giannis Antetokounmpo,White Sparkle,85,Giannis Antetokounmpo White Sparkle 85,$70.09,$73.00,$202.50,$263.00,13,2025-02-19,20%,0%,5,1,1,0,,2025-05-28,2026-02-05,20%,80%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=9c87b7da6c45b79c93a439e337b665c30f9c966e,https://www.gemrate.com/universal-search?gemrate_id=9c87b7da6c45b79c93a439e337b665c30f9c966e,https://www.psacard.com/cert/115857829/psa
8537379,365b0ed6e209eb78e0f7ad19ada7296aa571aab7,Basketball Cards 2024 Panini Prizm,Giannis Antetokounmpo,Cherry Blossom Choice,85,Giannis Antetokounmpo Cherry Blossom Choice 85,$265.62,,,,5,2025-02-19,20%,100%,5,1,1,1,0%,2026-02-09,2026-02-09,20%,80%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=365b0ed6e209eb78e0f7ad19ada7296aa571aab7,https://www.gemrate.com/universal-search?gemrate_id=67b27f5e2f8bc0172d9f19b13dafbe5b54726f80,https://www.psacard.com/cert/143238785/psa
8538744,d2e0f974677bc8a297a4b597a6f681955c54f41b,Basketball Cards 2024 Panini Prizm,Giannis Antetokounmpo,Red Choice,85,Giannis Antetokounmpo Red Choice 85,$9.99,,,,5,2025-02-19,40%,,5,2,0,1,-100%,2026-01-07,2026-01-22,40%,60%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=d2e0f974677bc8a297a4b597a6f681955c54f41b,https://www.gemrate.com/universal-search?gemrate_id=d2e0f974677bc8a297a4b597a6f681955c54f41b,https://www.psacard.com/cert/132084191/psa
8537370,e15e47095384b8be8b99f3fa899b3a01b74496ae,Basketball Cards 2024 Panini Prizm,Giannis Antetokounmpo,Jade Dragon Scale Prizm,85,Giannis Antetokounmpo Jade Dragon Scale Prizm 85,$51.24,$86.80,$238.91,$311.00,11,2025-02-19,0%,,5,0,0,1,-100%,,2026-01-22,0%,80%,20%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=e15e47095384b8be8b99f3fa899b3a01b74496ae,https://www.gemrate.com/universal-search?gemrate_id=e15e47095384b8be8b99f3fa899b3a01b74496ae,https://www.psacard.com/cert/136614673/psa
8537331,9f79ac36ffda322d39dedff4e27139e7cd6373d7,Basketball Cards 2024 Panini Prizm,Giannis Antetokounmpo,Red Ice,85,Giannis Antetokounmpo Red Ice 85,$1.33,$13.00,$35.31,$46.00,38,2025-02-19,40%,,5,2,0,0,,2025-09-23,2026-01-22,40%,0%,40%,20%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=9f79ac36ffda322d39dedff4e27139e7cd6373d7,https://www.gemrate.com/universal-search?gemrate_id=9f79ac36ffda322d39dedff4e27139e7cd6373d7,https://www.psacard.com/cert/121001893/psa
8537661,5412e3f381c6eaa51f556e30a1fd6488617ef6cd,Basketball Cards 2024 Panini Prizm,Luka Doncic,White Sparkle,89,Luka Doncic White Sparkle 89,$133.50,$210.37,$576.12,$749.00,11,2025-02-19,20%,,5,1,0,0,,2025-09-06,2026-01-22,20%,60%,20%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=5412e3f381c6eaa51f556e30a1fd6488617ef6cd,https://www.gemrate.com/universal-search?gemrate_id=5412e3f381c6eaa51f556e30a1fd6488617ef6cd,https://www.psacard.com/cert/118501094/psa
8537681,72a8fe85d093f13772e54500c35df9e97ea46c79,Basketball Cards 2024 Panini Prizm,Luka Doncic,Blue Pulsar,89,Luka Doncic Blue Pulsar 89,$20.00,$39.93,$68.79,$89.00,8,2025-02-19,60%,,5,3,0,0,,2025-10-23,2026-01-22,60%,40%,0%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=72a8fe85d093f13772e54500c35df9e97ea46c79,https://www.gemrate.com/universal-search?gemrate_id=72a8fe85d093f13772e54500c35df9e97ea46c79,https://www.psacard.com/cert/126435090/psa
8537674,e7556f143e89d0b479091fecc5310bb93c4ec248,Basketball Cards 2024 Panini Prizm,Luka Doncic,Premium Factory Set,89,Luka Doncic Premium Factory Set 89,$7.50,$21.21,$60.41,$79.00,10,2025-02-19,40%,,5,2,0,0,,2025-08-23,2026-01-22,40%,40%,0%,0%,0%,0%,20%,0%,https://app.cardladder.com/search?gemRateId=e7556f143e89d0b479091fecc5310bb93c4ec248,https://www.gemrate.com/universal-search?gemrate_id=e7556f143e89d0b479091fecc5310bb93c4ec248,https://www.psacard.com/cert/119380633/psa
8537692,2ae4ef2d3ce7763a072e2ec61efbc8dfacce86ab,Basketball Cards 2024 Panini Prizm,Luka Doncic,Blue Choice,89,Luka Doncic Blue Choice 89,$61.13,$101.54,$278.77,$362.00,12,2025-02-19,0%,,5,0,0,1,-100%,,2026-01-27,0%,80%,20%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=2ae4ef2d3ce7763a072e2ec61efbc8dfacce86ab,https://www.gemrate.com/universal-search?gemrate_id=2ae4ef2d3ce7763a072e2ec61efbc8dfacce86ab,https://www.psacard.com/cert/138503301/psa
8537683,1467f1a94e6f334d346c1febf0c632cda93873e3,Basketball Cards 2024 Panini Prizm,Luka Doncic,Purple Prizm,89,Luka Doncic Purple Prizm 89,$20.47,$30.00,,,5,2025-02-19,20%,,5,1,0,1,-100%,2025-07-27,2026-01-30,20%,60%,20%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=1467f1a94e6f334d346c1febf0c632cda93873e3,https://www.gemrate.com/universal-search?gemrate_id=1467f1a94e6f334d346c1febf0c632cda93873e3,https://www.psacard.com/cert/113935280/psa
8537686,74b9c0784ccac925b41ba7bc5be0b17bdd8da7a8,Basketball Cards 2024 Panini Prizm,Luka Doncic,Multi Wave,89,Luka Doncic Multi Wave 89,$33.00,$59.34,$163.82,$213.00,7,2025-02-19,20%,,5,1,0,0,,2025-07-03,2026-01-22,20%,60%,20%,0%,0%,0%,0%,0%,https://app.cardladder.com/search?gemRateId=74b9c0784ccac925b41ba7bc5be0b17bdd8da7a8,https://www.gemrate.com/universal-search?gemrate_id=74b9c0784ccac925b41ba7bc5be0b17bdd8da7a8,https://www.psacard.com/cert/115119149/psa
